timestamp,env,run_id,attack_id,adversary,scenario,expected,actual,blocked,raw_log_path
2026-07-05T21:08:28Z,aks-real-sevsnp,run-25,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-25.csv
2026-07-05T21:08:28Z,aks-real-sevsnp,run-25,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-25.csv
2026-07-05T21:08:28Z,aks-real-sevsnp,run-25,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-25.csv
2026-07-05T21:08:28Z,aks-real-sevsnp,run-25,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-25.csv
2026-07-05T21:09:37Z,aks-real-sevsnp,run-25,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
2026-07-05T21:10:52Z,aks-real-sevsnp,run-26,A1,adversary,"Forged attested=true label, no evidence",BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-26.csv
2026-07-05T21:10:52Z,aks-real-sevsnp,run-26,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-26.csv
2026-07-05T21:10:52Z,aks-real-sevsnp,run-26,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-26.csv
2026-07-05T21:10:52Z,aks-real-sevsnp,run-26,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-26.csv
2026-07-05T21:10:52Z,aks-real-sevsnp,run-26,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-26.csv
2026-07-05T21:11:55Z,aks-real-sevsnp,run-26,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
2026-07-05T21:13:13Z,aks-real-sevsnp,run-27,A1,adversary,"Forged attested=true label, no evidence",BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-27.csv
2026-07-05T21:13:13Z,aks-real-sevsnp,run-27,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-27.csv
2026-07-05T21:13:13Z,aks-real-sevsnp,run-27,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-27.csv
2026-07-05T21:13:13Z,aks-real-sevsnp,run-27,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-27.csv
2026-07-05T21:13:13Z,aks-real-sevsnp,run-27,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-27.csv
2026-07-05T21:14:28Z,aks-real-sevsnp,run-27,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
2026-07-05T21:15:45Z,aks-real-sevsnp,run-28,A1,adversary,"Forged attested=true label, no evidence",BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-28.csv
2026-07-05T21:15:45Z,aks-real-sevsnp,run-28,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-28.csv
2026-07-05T21:15:45Z,aks-real-sevsnp,run-28,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-28.csv
2026-07-05T21:15:45Z,aks-real-sevsnp,run-28,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-28.csv
2026-07-05T21:15:45Z,aks-real-sevsnp,run-28,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-28.csv
2026-07-05T21:16:54Z,aks-real-sevsnp,run-28,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
2026-07-05T21:18:14Z,aks-real-sevsnp,run-29,A1,adversary,"Forged attested=true label, no evidence",BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-29.csv
2026-07-05T21:18:14Z,aks-real-sevsnp,run-29,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-29.csv
2026-07-05T21:18:14Z,aks-real-sevsnp,run-29,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-29.csv
2026-07-05T21:18:14Z,aks-real-sevsnp,run-29,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-29.csv
2026-07-05T21:18:14Z,aks-real-sevsnp,run-29,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-29.csv
2026-07-05T21:19:30Z,aks-real-sevsnp,run-29,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
2026-07-05T21:20:50Z,aks-real-sevsnp,run-30,A1,adversary,"Forged attested=true label, no evidence",BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-30.csv
2026-07-05T21:20:50Z,aks-real-sevsnp,run-30,A4,adversary,Evidence TEE=SEV-SNP but policy requires TDX,BLOCKED,PENDING,yes,article1/results/raw/aks/security-runs/attacks-30.csv
2026-07-05T21:20:50Z,aks-real-sevsnp,run-30,A5,adversary,Forbidden runtimeClass simulated-kata-qemu-snp on sensitive pod,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-30.csv
2026-07-05T21:20:50Z,aks-real-sevsnp,run-30,A5b,adversary,Missing required model-digest annotation,BLOCKED,DENIED,yes,article1/results/raw/aks/security-runs/attacks-30.csv
2026-07-05T21:20:50Z,aks-real-sevsnp,run-30,A8,adversary,Tampered placement token signature,BLOCKED,FAIL,yes,article1/results/raw/aks/security-runs/attacks-30.csv
2026-07-05T21:22:04Z,aks-real-sevsnp,run-30,A10,ADV-2/3,compromised-node-forge-evidence,BLOCKED,see-csv,yes,article1/results/raw/aks/a10/a10-rbac-results.csv
